Facility ID,Facility Name,Address,City/Town,State,ZIP Code,County/Parish,Telephone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for birthing friendly designation,Hospital overall rating,Hospital overall rating footnote,MORT Group Measure Count,Count of Facility MORT Measures,Count of MORT Measures Better,Count of MORT Measures No Different,Count of MORT Measures Worse,MORT Group Footnote,Safety Group Measure Count,Count of Facility Safety Measures,Count of Safety Measures Better,Count of Safety Measures No Different,Count of Safety Measures Worse,Safety Group Footnote,READM Group Measure Count,Count of Facility READM Measures,Count of READM Measures Better,Count of READM Measures No Different,Count of READM Measures Worse,READM Group Footnote,Pt Exp Group Measure Count,Count of Facility Pt Exp Measures,Pt Exp Group Footnote,TE Group Measure Count,Count of Facility TE Measures,TE Group Footnote
171308,MERCY HOSPITAL COLUMBUS,220 N PENNSYLVANIA AVENUE,COLUMBUS,KS,66725,CHEROKEE,(620) 429-2545,Critical Access Hospitals,Voluntary non-profit - Church,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,5.0,12,4,
171309,JEWELL COUNTY HOSPITAL,100 CRESTVUE AVE,MANKATO,KS,66956,JEWELL,(785) 378-3137,Critical Access Hospitals,Government - Local,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,1,0,1,0,,11,1,0,1,0,,8,Not Available,5.0,12,2,
171310,CHEYENNE COUNTY HOSPITAL,210 WEST 1ST STREET,ST FRANCIS,KS,67756,CHEYENNE,(785) 332-2104,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5.0,12,4,
171311,ROOKS COUNTY HEALTH CENTER,1210 NORTH WASHINGTON,PLAINVILLE,KS,67663,ROOKS,(785) 688-4401,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,4,1,3,0,,8,Not Available,5.0,12,5,
171312,COMANCHE COUNTY HOSPITAL,202 S FRISCO STREET,COLDWATER,KS,67029,COMANCHE,(620) 582-2144,Critical Access Hospitals,Government - Local,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5.0,12,2,
171313,KEARNY COUNTY HOSPITAL,500 THORPE STREET,LAKIN,KS,67860,KEARNY,(620) 355-7111,Critical Access Hospitals,Government - Local,Yes,Y,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5.0,12,7,
171314,F W HUSTON MEDICAL CENTER,408 DELAWARE STREET,WINCHESTER,KS,66097,JEFFERSON,(913) 774-4340,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,5.0,12,2,
171315,NEMAHA VALLEY COMMUNITY HOSPITAL,1600 COMMUNITY DR,SENECA,KS,66538,NEMAHA,(785) 336-6181,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,4,1,3,0,,8,Not Available,5.0,12,7,
171316,ANDERSON COUNTY HOSPITAL,421 S MAPLE,GARNETT,KS,66032,ANDERSON,(785) 448-3131,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5.0,12,5,
171317,EDWARDS COUNTY MEDICAL CENTER,620 WEST EIGHTH STREET,KINSLEY,KS,67547,EDWARDS,(620) 659-3621,Critical Access Hospitals,Government - Local,No,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,5.0,12,4,
171318,SEDAN CITY HOSPITAL,300 W NORTH STREET,SEDAN,KS,67361,CHAUTAUQUA,(620) 725-3115,Critical Access Hospitals,Government - Local,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5.0,12,4,
171319,HOLTON COMMUNITY HOSPITAL,1110 COLUMBINE DRIVE,HOLTON,KS,66436,JACKSON,(785) 364-2116,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5.0,12,5,
171321,MEADE DISTRICT HOSPITAL,510 EAST CARTHAGE,MEADE,KS,67864,MEADE,(620) 873-2141,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5.0,12,5,
171322,HAMILTON COUNTY HOSPITAL,700 NORTH HUSER STREET,SYRACUSE,KS,67878,HAMILTON,(620) 384-7461,Critical Access Hospitals,Government - Local,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5.0,12,3,
171323,STAFFORD COUNTY HOSPITAL,502 S BUCKEYE,STAFFORD,KS,67578,STAFFORD,(620) 234-5221,Critical Access Hospitals,Government - Local,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,5.0,12,3,
171324,"SATANTA DISTRICT HOSPITAL, CLINICS, & LTCU",401 CHEYENNE,SATANTA,KS,67870,HASKELL,(620) 682-8414,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5.0,12,3,
171325,GRAHAM COUNTY HOSPITAL,304 WEST PROUT STREET,HILL CITY,KS,67642,GRAHAM,(785) 421-2121,Critical Access Hospitals,Government - Local,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,3,0,,8,Not Available,5.0,12,5,
171326,LOGAN COUNTY HOSPITAL,211 CHERRY AVENUE,OAKLEY,KS,67748,LOGAN,(785) 672-3211,Critical Access Hospitals,Government - Local,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5.0,12,4,
171327,ELLSWORTH COUNTY MEDICAL CENTER,1604 AYLWARD AVENUE,ELLSWORTH,KS,67439,ELLSWORTH,(785) 472-3111,Critical Access Hospitals,Proprietary,Yes,,4,,7,3,0,3,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,5,1,4,0,,8,Not Available,5.0,12,6,
171328,OTTAWA COUNTY HEALTH CENTER,215 E 8TH STREET,MINNEAPOLIS,KS,67467,OTTAWA,(785) 392-2122,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,1,0,1,0,,11,1,0,1,0,,8,Not Available,5.0,12,4,
171329,CALDWELL REGIONAL MEDICAL CENTER,761 W 175TH ST S,CALDWELL,KS,67022,SUMNER,(620) 845-6492,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5.0,12,3,
171330,HOSPITAL DISTRICT #1 OF RICE COUNTY,619 SOUTH CLARK AVENUE,LYONS,KS,67554,RICE,(620) 257-5173,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,1,2,0,,8,Not Available,5.0,12,7,
171331,KIOWA DISTRICT HOSPITAL,1002 SOUTH 4TH STREET,KIOWA,KS,67070,BARBER,(620) 825-4131,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,4,0,4,0,,8,Not Available,5.0,12,4,
171332,KIOWA COUNTY MEMORIAL HOSPITAL,721 WEST KANSAS AVE,GREENSBURG,KS,67054,KIOWA,(620) 723-3341,Critical Access Hospitals,Government - Local,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5.0,12,5,
171333,CLARA BARTON HOSPITAL,250 W 9TH STREET,HOISINGTON,KS,67544,BARTON,(620) 653-2114,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,3,0,,8,8,,12,6,
171334,MEDICINE LODGE MEMORIAL HOSPITAL,710 N WALNUT STREET,MEDICINE LODGE,KS,67104,BARBER,(620) 886-3771,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,7,1,0,1,0,,8,1,0,1,0,,11,2,0,2,0,,8,Not Available,5.0,12,5,
171335,STEVENS COUNTY HOSPITAL,1006 SOUTH JACKSON STREET,HUGOTON,KS,67951,STEVENS,(620) 544-8511,Critical Access Hospitals,Government - Local,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,3,0,,8,Not Available,5.0,12,4,
171336,NESS COUNTY HOSPITAL DISTRICT #2,312 CUSTER STREET,NESS CITY,KS,67560,NESS,(785) 798-2291,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,7,1,0,0,1,,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5.0,12,4,
171337,WAMEGO HEALTH CENTER,711 GENN DRIVE,WAMEGO,KS,66547,POTTAWATOMIE,(785) 456-2295,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5.0,12,6,
171338,GREAT PLAINS OF SABETHA,603 S 14TH STREET,SABETHA,KS,66534,NEMAHA,(785) 284-2121,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,3,0,,8,Not Available,5.0,12,5,
171339,GREENWOOD COUNTY HOSPITAL,100 W 16TH STREET,EUREKA,KS,67045,GREENWOOD,(620) 583-7451,Critical Access Hospitals,Government - Local,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,1,1,,8,Not Available,5.0,12,5,
171341,HIAWATHA COMMUNITY HOSPITAL,300 UTAH STREET,HIAWATHA,KS,66434,BROWN,(785) 742-2131,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,3,0,3,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,5,0,5,0,,8,Not Available,5.0,12,5,
171343,STANTON COUNTY HOSPITAL,404 N CHESTNUT,JOHNSON,KS,67855,STANTON,(620) 492-6250,Critical Access Hospitals,Government - Local,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5.0,12,4,
171344,WILSON MEDICAL CENTER,2600 OTTAWA ROAD,NEODESHA,KS,66757,WILSON,(620) 325-2611,Critical Access Hospitals,Government - Local,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,4,0,4,0,,8,Not Available,5.0,12,7,
171345,PAWNEE VALLEY COMMUNITY HOSPITAL,923 CARROLL AVENUE,LARNED,KS,67550,PAWNEE,(620) 285-3162,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5.0,12,6,
171346,HOSPITAL DISTRICT #6 PATTERSON HEALTH CENTER,485 N. KS HWY 2,ANTHONY,KS,67003,HARPER,(620) 914-1200,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,3,0,,8,Not Available,5.0,12,5,
171347,SHERIDAN COUNTY HOSPITAL,826  18TH STREET,HOXIE,KS,67740,SHERIDAN,(785) 675-3281,Critical Access Hospitals,Government - Local,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5.0,12,3,
171348,NORTON COUNTY HOSPITAL,102 E HOLME STREET,NORTON,KS,67654,NORTON,(785) 877-3351,Critical Access Hospitals,Government - Local,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5.0,12,3,
171349,CLOUD COUNTY HEALTH CENTER,155 WEST COLLEGE DRIVE,CONCORDIA,KS,66901,CLOUD,(785) 243-1234,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,3,0,,8,Not Available,5.0,12,5,
171350,RUSSELL REGIONAL HOSPITAL,200 S MAIN STREET,RUSSELL,KS,67665,RUSSELL,(785) 483-3131,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,4,0,4,0,,8,Not Available,5.0,12,4,
171351,WASHINGTON COUNTY HOSPITAL,304 E 3RD STREET,WASHINGTON,KS,66968,WASHINGTON,(785) 325-2211,Critical Access Hospitals,Government - Local,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5.0,12,2,
171352,DECATUR HEALTH,810 W  COLUMBIA STREET,MONUMENT,KS,67747,LOGAN,(785) 475-2208,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5.0,12,3,
171353,PHILLIPS COUNTY HOSPITAL,1150 STATE STREET,PHILLIPSBURG,KS,67661,PHILLIPS,(785) 543-5226,Critical Access Hospitals,Government - Local,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,3,0,,8,Not Available,5.0,12,5,
171354,"COMMUNITY HOSPITAL, ONAGA AND ST MARYS CAMPUS",120 WEST 8TH STREET,ONAGA,KS,66521,POTTAWATOMIE,(785) 889-4272,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5.0,12,8,
171355,TREGO COUNTY LEMKE MEMORIAL HOSPITAL,320 N THIRTEENTH ST,WAKEENEY,KS,67672,TREGO,(785) 743-2182,Critical Access Hospitals,Government - Local,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,3,0,,8,Not Available,5.0,12,4,
171356,ST LUKE HOSPITAL & LIVING CENTER,535 SOUTH FREEBORN,MARION,KS,66861,MARION,(620) 382-2177,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5.0,12,5,
171357,HILLSBORO COMMUNITY HOSPITAL,101 INDUSTRIAL ROAD,HILLSBORO,KS,67063,MARION,(620) 947-3114,Critical Access Hospitals,Proprietary,No,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5.0,12,5,
171358,LINDSBORG COMMUNITY HOSPITAL,605 W LINCOLN STREET,LINDSBORG,KS,67456,MCPHERSON,(785) 227-3308,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,3,0,,8,Not Available,5.0,12,6,
171359,GREELEY COUNTY HEALTH SERVICES,506 3RD STREET,TRIBUNE,KS,67879,GREELEY,(620) 376-4221,Critical Access Hospitals,Government - Local,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,3,0,,8,Not Available,5.0,12,2,
171360,LINCOLN COUNTY HOSPITAL,624 N SECOND,LINCOLN,KS,67455,LINCOLN,(785) 524-4403,Critical Access Hospitals,Government - Local,No,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5.0,12,4,
171361,REPUBLIC COUNTY HOSPITAL,2420 G STREET,BELLEVILLE,KS,66935,REPUBLIC,(785) 527-2254,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,16,7,2,0,2,0,,8,1,0,1,0,,11,5,0,5,0,,8,8,,12,6,
171362,CITIZENS MEDICAL CENTER,100 E COLLEGE DRIVE,COLBY,KS,67701,THOMAS,(785) 462-7511,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,3,0,3,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,6,0,6,0,,8,8,,12,6,
171363,"COMMUNITY MEMORIAL HEALTHCARE, INC.",708 N 18TH STREET,MARYSVILLE,KS,66508,MARSHALL,(785) 562-2311,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,4,,7,3,0,3,0,,8,1,0,1,0,,11,5,0,5,0,,8,8,,12,6,
171364,OSBORNE COUNTY MEMORIAL HOSPITAL,237 W HARRISON STREET SUITE 100,OSBORNE,KS,67473,OSBORNE,(785) 346-2121,Critical Access Hospitals,Government - Local,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,3,0,,8,Not Available,5.0,12,4,
171365,HANOVER HOSPITAL,205 S HANOVER STREET,HANOVER,KS,66945,WASHINGTON,(785) 337-2214,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5.0,12,3,
171367,GOVE COUNTY MEDICAL CENTER,520 WEST 5TH STREET,QUINTER,KS,67752,GOVE,(785) 754-3341,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Y,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,3,0,,8,Not Available,5.0,12,6,
171368,MINNEOLA DISTRICT HOSPITAL,212 MAIN,MINNEOLA,KS,67865,FORD,(620) 885-4264,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5.0,12,5,
171369,HODGEMAN COUNTY HEALTH CENTER,809 BRAMLEY,JETMORE,KS,67854,HODGEMAN,(620) 357-8361,Critical Access Hospitals,Government - Local,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,3,0,,8,Not Available,5.0,12,3,
171370,GOODLAND REGIONAL MEDICAL CENTER,220 WEST SECOND STREET,GOODLAND,KS,67735,SHERMAN,(785) 890-3625,Critical Access Hospitals,Government - Local,Yes,,4,,7,3,0,3,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,5,0,5,0,,8,Not Available,5.0,12,6,
171371,CLAY COUNTY MEDICAL CENTER,617 LIBERTY,CLAY CENTER,KS,67432,CLAY,(785) 632-2144,Critical Access Hospitals,Government - Local,Yes,,4,,7,3,0,3,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,6,0,6,0,,8,8,,12,8,
171372,SCOTT COUNTY HOSPITAL,201 ALBERT AVENUE,SCOTT CITY,KS,67871,SCOTT,(620) 872-5811,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,4,,7,3,0,3,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,4,0,4,0,,8,Not Available,5.0,12,5,
171373,ALLEN COUNTY REGIONAL HOSPITAL,3066 NORTH KENTUCKY STREET,IOLA,KS,66749,ALLEN,(620) 365-1021,Critical Access Hospitals,Government - Local,Yes,,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,4,0,4,0,,8,Not Available,5.0,12,8,
171374,FREDONIA REGIONAL HOSPITAL,1527 MADISON,FREDONIA,KS,66736,WILSON,(620) 378-2121,Critical Access Hospitals,Government - Local,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,3,0,,8,Not Available,5.0,12,6,
171375,MITCHELL COUNTY HOSPITAL HEALTH SYSTEMS,"400 W 8TH STREET, P O BOX 399",BELOIT,KS,67420,MITCHELL,(785) 738-2266,Critical Access Hospitals,Government - Local,Yes,Y,Not Available,16,7,2,0,2,0,,8,2,1,1,0,,11,6,0,6,0,,8,8,,12,9,
171376,GIRARD MEDICAL CENTER,302 NORTH HOSPITAL DRIVE,GIRARD,KS,66743,CRAWFORD,(620) 724-8291,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,3,0,,8,Not Available,5.0,12,6,
171377,SMITH COUNTY MEMORIAL HOSPITAL,921 E. HIGHWAY 36,SMITH CENTER,KS,66967,SMITH,(785) 282-6845,Critical Access Hospitals,Government - Local,Yes,,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,4,0,4,0,,8,8,,12,5,
171378,KINGMAN HEALTHCARE CENTER,750 W AVE D,KINGMAN,KS,67068,KINGMAN,(620) 532-3147,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5.0,12,5,
171379,MORRIS COUNTY HOSPITAL,600 N WASHINGTON ST,COUNCIL GROVE,KS,66846,MORRIS,(620) 767-6811,Critical Access Hospitals,Government - Local,No,Y,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,3,0,,8,Not Available,5.0,12,6,
171380,NEOSHO MEMORIAL REGIONAL MEDICAL CENTER,629 SOUTH PLUMMER AVE,CHANUTE,KS,66720,NEOSHO,(620) 431-4000,Critical Access Hospitals,Government - Local,Yes,Y,2,,7,3,0,3,0,,8,2,0,2,0,,11,6,0,6,0,,8,8,,12,10,
171381,MEMORIAL HOSPITAL,511 NE 10TH ST,ABILENE,KS,67410,DICKINSON,(785) 263-2100,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,7,2,0,1,1,,8,Not Available,Not Available,Not Available,Not Available,5,11,4,0,4,0,,8,Not Available,5.0,12,5,
171382,AMBERWELL ATCHISON ASSOCIATION,800 RAVEN HILL DRIVE,ATCHISON,KS,66002,ATCHISON,(913) 367-2131,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,16,7,2,0,2,0,,8,1,0,1,0,,11,4,0,4,0,,8,8,,12,7,
171383,WILLIAM NEWTON HOSPITAL,1300 EAST FIFTH AVENUE,WINFIELD,KS,67156,COWLEY,(620) 221-2300,Critical Access Hospitals,Government - Local,Yes,Y,2,,7,3,0,2,1,,8,1,0,1,0,,11,6,1,5,0,,8,8,,12,10,
171384,NEWMAN REGIONAL HEALTH,1201 WEST 12TH AVENUE,EMPORIA,KS,66801,LYON,(620) 343-6800,Critical Access Hospitals,Government - Local,Yes,Y,2,,7,4,0,3,1,,8,2,0,2,0,,11,6,1,5,0,,8,8,,12,10,
171385,COFFEY COUNTY HOSPITAL,801 NORTH 4TH STREET,BURLINGTON,KS,66839,COFFEY,(620) 364-2121,Critical Access Hospitals,Government - Local,Yes,,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,4,0,4,0,,8,Not Available,5.0,12,6,
171386,MORTON COUNTY HOSPITAL,445 HILLTOP STREET,ELKHART,KS,67950,MORTON,(620) 697-2141,Critical Access Hospitals,Government - Local,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,5.0,12,Not Available,5.0
171388,BOB WILSON MEMORIAL HOSPITAL,415 N MAIN STREET,ULYSSES,KS,67880,GRANT,(620) 356-1266,Critical Access Hospitals,Voluntary non-profit - Church,Yes,,Not Available,5,Not Available,Not Available,Not Available,Not Available,Not Available,5.0,Not Available,Not Available,Not Available,Not Available,Not Available,5,Not Available,Not Available,Not Available,Not Available,Not Available,5.0,Not Available,Not Available,5.0,Not Available,Not Available,5.0
